ATO3	1241204	1242031
YDR149C	755555	756262
PAA1	588827	589402
PST2	504099	504695
FAP7	163449	164042
CTH1	764178	765155
AIR2	144484	145518
YDR286C	1035231	1035575
DLD1	145826	147589
LPP1	1455042	1455866
DOA4	584939	587719
YDR215C	894089	894502
CIA1	1002510	1003502
PEX7	740473	741600
YDR249C	958681	959802
CWC2	86207	87226
YDL159C-B	173056	173232
YDR510C-A	1469695	1469811
UME6	865012	867522
MED2	441014	442309
HDA2	1052623	1054647
YDR543C	1524634	1524933
YCF1	723004	727551
ASF2	104917	106494
YDR095C	636117	636527
VPS54	494649	497318
PHO2	270222	271901
RPB7	1276654	1277169
CTA1	968133	969680
LUC7	300214	300999
RTT103	1038280	1039509
KRE28	1499396	1500553
SAS10	181186	183018
GMC1	1459728	1461554
RAM1	295034	296329
PSA1	355674	356759
QRI1	275148	276581
YDL085C-A	302464	302670
ATP22	1176120	1178174
HXT7	1154216	1155928
RRP1	617470	618306
YDL121C	245133	245582
UFD2	118707	121592
SEC1	782041	784215
TGL2	567723	568703
RPN4	415113	416708
RTK1	405344	407206
PHO92	1223474	1224394
NOP14	188154	190586
SDH6	1233278	1233517
SPR28	903781	905052
ERP3	422833	423510
GIN4	1462358	1465786
YDR524C-B	1489598	1489798
EAF1	1191936	1194884
YDL177C	141209	141721
CDC40	1202843	1204210
GIC2	1079048	1080199
ADY3	26403	28775
YDL228C	45277	45918
YDL016C	425570	425872
PRO1	1061505	1062791
TMN2	669016	671034
TLG1	1398026	1398700
ACK1	96082	97953
PEX3	1126270	1127595
LYS14	509737	512109
PAC11	1429188	1430789
DUN1	280307	281848
NBP2	780390	781100
RPS29B	340628	340798
NAT1	378874	381438
BRE4	38867	42244
RVB1	840604	841995
YDR491C	1434500	1434991
UTP6	1357580	1358902
GPR1	389172	392057
RKM4	969990	971474
DIT2	1272234	1273703
YDR090C	625066	625998
AGE1	1487542	1488990
RPL41B	221724	221801
MCH1	359825	361285
HEM3	92762	93745
YDR537C	1510856	1511461
PUF6	1441433	1443403
PIB1	1089219	1090079
RPP1A	309802	310122
GCN2	1025070	1030049
EXG2	977521	979209
YDL211C	79294	80412
BRE1	324047	326149
UBX3	293392	294759
SVF1	1167214	1168659
IPT1	589761	591344
PEP7	1112480	1114027
VPS60	1427431	1428120
UBA2	1254937	1256847
PHO8	1418550	1420250
SPS2	1483795	1485303
PHM6	1022007	1022321
SRB7	1078027	1078449
SWI5	748613	750742
YDL158C	173866	174174
NUP42	843569	844861
FMP16	588098	588379
RMD5	966557	967822
YDR048C	553084	553398
OCA6	582791	583465
IPK1	1092741	1093586
CDC48	236157	238664
HXT3	1162957	1164660
YDL144C	198662	199732
YDR306C	1073735	1075171
SRP101	1043146	1045011
YDL009C	432925	433248
MRX10	1023511	1024755
SEC7	796193	802222
STP4	366739	368211
RPL37B	1450198	1450853
YDL011C	432308	432631
YDR355C	1186067	1186369
APA2	1496791	1497768
YDR015C	477960	478199
YDL086C-A	301655	302089
YDR250C	960086	960361
RMT2	1393336	1394574
GUK1	1366264	1366827
YDL007C-A	436567	436824
PEX29	1415210	1416874
SAN1	742042	743874
YDL172C	148607	149086
PBP4	361699	362256
BSC1	384601	385587
NRP1	160995	163154
YDR371C-A	1219509	1219613
GCS1	51115	52173
YDR467C	1397583	1397909
PPH21	219662	220771
TMA64	683946	685643
RAD34	1090433	1092511
RSC3	1068729	1071386
MDH3	315357	316388
GUD1	28985	30454
QCR7	1496165	1496548
YDR445C	1352182	1352589
PKH1	1431968	1434268
EMI2	1474974	1476476
RTN1	929470	930357
YDR209C	871036	871449
DET1	557056	558060
DOP1	734901	739997
MSS116	845952	847946
DYN2	1319387	1319841
CDC34	561440	562327
ATC1	830629	831513
YDR183C-A	830397	830654
EMC10	565023	565640
YDR541C	1519664	1520698
SIR2	376757	378445
UPS3	831934	832473
SKP1	1125434	1126018
GRX3	644178	644930
MAF1	456836	458103
CAD1	1318046	1319275
KCS1	479115	482267
YDR341C	1151803	1153626
YDR154C	768403	768753
YDR132C	718816	720303
FMP45	60872	61801
VPS74	1221112	1222149
WHI4	54397	56346
SEC20	1445843	1446994
YDR010C	465051	465383
SOK1	458542	461247
COX9	334217	334396
RAD28	501753	503273
DAS2	485746	486444
RQC1	1133260	1135431
PRP11	375680	376480
RUB1	733618	733924
TIM11	1112003	1112293
SWM1	976717	977229
CBS1	333121	333810
YDR455C	1367373	1367681
PPM1	1332983	1333969
SYO1	338272	340134
FIT1	1503314	1504900
YDR034C-A	520516	520692
YDR535C	1506606	1507362
RAV2	856898	857953
YDL050C	364446	364817
YDR524C-A	1489871	1489990
YDL109C	265258	267201
YDR274C	1011589	1011960
HBT1	57265	60405
ENA2	531307	534582
ASM4	298417	300003
GDH2	70640	73918
YDR131C	716790	718460
PAL1	1170326	1171825
UGX2	158064	158735
DIN7	994242	995534
YDR220C	907000	907293
TIF35	1324477	1325301
GGC1	103649	104551
XRS2	1215016	1217580
SLU7	618497	619645
DFM1	1293369	1294394
APT2	1344517	1345062
YDL183C	130871	131833
YDR114C	681924	682226
RAD59	344237	344953
DAD1	478474	478758
CYM1	1325501	1328470
YDR366C	1212438	1212836
SSD1	1045640	1049392
PFA5	1382319	1383443
YDR022C	488072	488662
RAD9	899551	903480
DBF4	558511	560625
MRX9	403695	404957
SPO71	661173	664910
YDR248C	957758	958339
SHU2	602198	602869
THI3	310642	312471
YDR461C-A	1385524	1385766
IRC4	1517136	1517675
SAS4	825910	827355
MGT1	100501	101067
YPD1	33415	33918
HXT15	11657	13360
GSP2	681444	682106
RRT8	240204	241310
YOR082C	479296	479637
YOL085C	161673	162014
SPR2	745593	746303
MCH4	94856	96361
YOR345C	981812	982162
MPD2	153912	154745
PLP2	846269	847129
ELG1	602717	605092
SPE2	232446	233636
ASE1	433688	436345
VPH1	828052	830574
TRS33	538659	539465
PFA4	321858	322994
AIM41	746725	747282
HMI1	139227	141347
CRT10	207392	210265
SFM1	372798	373439
YOR139C	586950	587342
AHC1	376012	377712
TRM11	85456	86757
RPL18A	93395	94402
YOR333C	944541	944957
ALA1	946233	949109
YOL046C	243466	244140
YOL029C	269815	270420
PAU20	11549	11911
SMF1	89692	91419
PUP1	630966	631751
YOR343C	968148	968474
CMR2	497506	502452
INP54	204731	205885
RET1	730008	733457
YOR365C	1023461	1025572
RPB11	315813	316175
HIR2	402761	405388
SIA1	581813	583681
YOR052C	426772	427224
FSF1	831059	832042
YOR059C	438906	440258
YOR121C	551798	552103
RUD3	747525	748979
NPT1	736437	737726
RAT1	418630	421650
DSC2	193832	194800
IZH4	126982	127920
SME1	633282	633566
NDD1	1034807	1036471
YOR387C	1069621	1070241
VAM10	453869	454213
YOL050C	237882	238202
YOR342C	966666	967625
YOL035C	258803	259105
TUM1	802550	803464
YOR041C	408358	408789
ORT1	569929	570807
RIO1	548792	550246
YOL166C	1000	1338
SLG1	341278	342414
SNU66	894624	896387
HMS1	389771	391075
DGK1	899056	899928
RTC1	61325	65350
MIP1	939621	943385
YOR379C	1050726	1051064
YOR268C	825534	825932
YOL134C	70156	70545
TOA1	711683	712543
MBF1	877230	877685
RIM20	839084	841069
RFC4	141584	142555
PFY1	552298	552887
TRE2	808254	810683
MNE1	992864	994855
LIP5	715593	716837
RPS12	1028194	1028625
COT1	906236	907555
YOR293C-A	867998	868147
IZH2	323411	324364
PUS7	790211	792241
IAH1	559961	560677
GYP1	455907	457820
NUP1	507948	511178
SAS5	744535	745281
YOR008C-A	342857	343081
SLD7	440390	441163
YOR186C-A	683329	683538
TPO4	834452	836431
PEX11	47933	48643
GAC1	667860	670241
CSS3	17281	17796
PIP2	1020222	1023212
UBP2	554824	558642
MRS6	1029183	1030994
MGM1	738924	741569
MET22	206103	207176
NTG2	248392	249534
YOR331C	943565	944122
YOR309C	896698	897078
PTH4	103317	103925
MDM38	272003	273724
HPF1	28703	31606
GDH1	1041678	1043042
CRC1	513295	514278
MIM1	274012	274353
HTZ1	303579	303983
CLP1	800970	802307
HRD1	301380	303035
SHE4	397735	400104
CMK2	294777	296120
SGT2	338938	339978
PRT1	1015361	1017652
ENB1	19491	21311
TIR2	346195	346950
RPL33B	778555	779405
YGK3	78352	79479
PDE2	1013241	1014821
WRS1	136527	137825
GET4	643394	644332
ALE1	659815	661674
TCB1	483219	486779
SSP2	788742	789857
ISN1	626628	627980
PRO2	921535	922905
YOL037C	256666	257019
ADE2	564476	566191
MPC54	665785	667179
SWT1	647126	648502
TSR3	337680	338621
FRT1	923232	925040
EXO1	392416	394524
NBA1	197220	198725
RPO31	539763	544145
RTG1	201985	202518
PNO1	605347	606171
BIL1	888520	888750
THI72	698768	700567
YOR131C	572182	572838
MDY2	108258	108896
ISU2	761614	762084
DGA1	794076	795332
MDM12	309324	310139
HRK1	822588	824867
TGL5	476939	479188
CTR9	49555	52788
LDB19	918606	921062
VHS3	427833	429857
SIL1	266264	267529
YOR034C-A	397426	397668
MCH5	889867	891432
RPN8	815915	816931
YOR062C	442725	443531
UBC11	958362	958832
ALG8	451729	453462
RPL20B	900250	900767
MED7	69376	70044
WSC3	114138	115808
NDJ1	116396	117454
RPS28A	648804	649007
PNS1	636939	638558
DUF1	155287	158637
SYC1	671845	672411
RPA43	959202	960182
MSC6	1001147	1003225
TOP1	313078	315387
RPT4	812395	813708
YOR318C	911784	912436
GNT1	913619	915094
AAD15	1647	2078
CSI2	311342	312367
SLY41	892731	894092
ATX2	473475	474416
TSR4	280272	281498
SPT20	45760	47574
VPS21	490196	490828
SDD3	132725	135838
LCB4	652010	653884
HAL9	150398	153490
YOL150C	44473	44784
RKI1	503552	504328
RPB8	760825	761265
DBP5	414459	415907
FDH1	1071793	1072923
MCP1	766869	767777
ARP8	589942	592587
RSB1	422668	423732
RIB4	54595	55104
SMP3	609838	611388
NRT1	459480	461276
DDL1	373710	375857
CAT5	559030	559731
YOR263C	818757	819164
FIT3	1060441	1061055
NOB1	430247	431626
YOL075C	189658	193542
ENV9	795801	796793
TIM18	874743	875321
NOP58	896825	898360
FSH3	844992	845792
PTC5	491123	492841
SPS4	901858	902874
YRR1	639560	641992
STE13	752214	755009
RPS30B	678191	678793
YOL099C	132017	132508
MPD1	852121	853077
PFK27	67561	68754
DIS3	282421	285426
BRX1	185848	186723
DDR2	231570	231755
LEO1	553176	554570
APC5	798674	800731
PRE10	1017880	1018746
THI80	601383	602342
PYK2	984942	986462
IMA2	22525	24294
RFM1	843698	844630
YOR394C-A	1084202	1084369
DCI1	674352	675167
THI20	224420	226075
CDC33	60383	61024
RRP36	850937	851839
BFR1	718653	720065
YOL118C	96608	96916
AKR2	394837	397086
YOR050C	424270	424617
HSP33	1078545	1079258
SNC2	930734	931081
PUT4	986899	988782
COQ3	138107	139045
HSP10	370524	370844
SNX3	1009224	1009712
YOR277C	841515	841823
LDS2	241614	242747
MCT1	756476	757558
TYE7	977194	978069
ATG40	617518	618288
OST2	516449	516841
AFI1	566877	569558
YOL038C-A	254926	255021
NFI1	628360	630540
SCD5	936731	939349
MEK1	995018	996511
RPS15	253149	253577
YOL159C-A	15233	15505
ETT1	424846	426084
YNG1	446079	446738
MRM1	720470	721708
TLG2	290881	292074
YAP7	270633	271370
ADH1	159548	160594
INO4	111431	111886
HST1	200368	201879
RUP1	584309	586324
ERP4	360461	361084
RPS19A	92026	92850
MDH2	81787	82920
YOR169C	651376	651840
CIN5	383533	384420
YOR108C-A	524605	524814
YOR218C	751476	751895
SEC63	805032	807023
REX4	180558	181427
YOR192C-C	703988	704224
GEP3	725564	727234
YOR097C	506978	507505
YOL083C-A	166461	166601
CDC21	466675	467589
RIB2	202696	204471
YOR161C-C	639121	639267
RPB2	612997	616671
DNL4	334509	337343
SNF2	855147	860258
YOR396C-A	1090015	1090497
STD1	416347	417681
TPT1	125997	126689
MAM3	214017	216137
NOP12	251267	252646
SOG2	998453	1000828
SPP2	608640	609197
IRC14	580159	580500
SKI7	469377	471620
YOR231C-A	773163	773363
YOR316C-A	907726	907935
GPB1	1031489	1034182
APM4	210520	211995
YOR292C	865653	866582
MMS2	346406	346904
YGL015C	465043	465435
TFG2	504657	505859
YGL239C	49431	49745
POP6	545681	546157
SCW11	441281	442909
CUE3	301537	303411
YGR291C	1076283	1076504
SNG1	892497	894140
RMD9	304333	306273
QCR9	859063	859476
YGR273C	1038715	1039239
PIL1	649598	650617
ESP1	682566	687458
YGR240C-A	974577	974777
YIP1	842845	843591
XKS1	886073	887875
TRP5	446412	448535
SKI8	90054	91247
MPS2	366925	368088
RTS3	808629	809420
TAF1	1039895	1043095
NAG1	546809	547300
PNC1	427297	427947
RTG2	25718	27484
NSR1	806412	807656
GPG1	280777	281157
HEM2	419527	420555
YGR130C	751394	753844
SPO74	184153	185394
VPS73	308713	310173
RIE1	991176	993521
STF2	508110	508364
PAN2	331118	334465
SCW4	1048798	1049958
PGD1	448764	449957
YGL176C	171415	173079
YGL102C	311505	311933
YGR182C	858551	858904
BUB1	872044	875109
GUP1	350616	352298
MRP13	647123	648142
EDC1	80659	81186
YGR122C-A	735630	735758
RSR1	794674	795492
RPL11B	648383	648907
YGR237C	963298	965655
RRT6	228751	229686
PRP38	636147	636875
HGH1	870232	871416
PMR1	187616	190468
YGR050C	592086	592442
ART5	625324	627084
ATF2	848829	850436
JAC1	459110	459664
YGL188C	149343	149516
ALG2	379760	381271
YGL204C	111700	112005
RPB9	374459	374827
PRP43	281634	283937
ERV29	1060658	1061590
CBP4	845893	846405
COQ6	1002523	1003962
YGR146C-A	785276	785437
HOS2	140368	141726
YGL138C	248494	249531
ELP2	899904	902270
YGR270C-A	1027382	1027600
SLX9	643148	643780
YGL194C-A	139719	139961
RPL24B	787312	787779
MRM2	252897	253859
RNH70	1043819	1045480
RSM23	267723	269075
YGR053C	594986	595837
SDT1	78015	78857
YGL193C	141916	142227
GET1	457163	457870
RPS26A	148229	148588
CDH1	492474	494174
YGR210C	913503	914738
PDC6	651290	652981
NQM1	580435	581436
YGL165C	191398	191976
BUD32	1016974	1017759
EMP24	122694	123305
TPN1	151037	152776
STR3	154615	156012
YGL230C	63772	64215
PDR1	469092	472298
RPL7A	364335	365996
YGR067C	622372	624786
OST5	72749	73158
YGR045C	583934	584296
ERG1	846933	848423
PMA1	479910	482666
YGR115C	720372	721151
LEU1	476313	478652
VPS45	328874	330607
EFM5	497133	498034
YGL217C	84839	85180
XRN1	175527	180113
HSV2	940869	942215
PEX8	637744	639513
ZUO1	1061852	1063153
APL6	1014321	1016750
YGR226C	946792	947001
YGL140C	241353	245012
DBP3	360288	361859
YGL199C	123572	124042
CCM1	790459	793053
FYV8	889733	892186
BIO2	1063813	1064940
LYS5	215278	216096
MIG1	431548	433062
SEC9	509047	511002
MRH4	381523	383208
CAB4	1045644	1046561
GPI10	236269	238119
MRF1	234717	235958
MTM1	1006205	1007305
SNT2	261648	265859
SAY1	1017967	1019241
TIF4632	406860	409604
YGR296C-B	1089746	1090228
CLB6	705359	706501
ACB1	559731	559994
HNM1	362225	363916
SDA1	979765	982068
IMA1	1067222	1068991
GEP7	394966	395829
COX4	149704	150171
RNR4	855264	856301
PCT1	903474	904748
SOH1	270392	270775
INO80	221104	225573
RRP46	675671	676342
LST7	604773	605501
YGL074C	368596	368922
YAP1802	974875	976581
MDM34	82878	84257
DUO1	388968	389711
GCD2	644860	646815
OCH1	425362	426804
LSC2	978036	979319
MAL11	1073963	1075813
MF(ALPHA)2	344791	345153
ECL1	784223	784858
YGL242C	44652	45197
VOA1	698989	699786
TRX2	912913	913227
MTR3	805269	806021
BRF1	982482	984272
MND1	156543	157285
YGR204C-A	909061	909174
GTF1	694584	695135
YGL072C	371003	371362
SDS23	396035	397618
SRB5	697445	698368
PFK1	970771	973734
VMA7	526973	527329
PHB2	952548	953480
YGR018C	524365	524694
YGL152C	216692	217369
YGL185C	153167	154306
SCL1	474489	475247
NAT2	786054	786920
CAX4	558149	558868
NAB2	278946	280523
PAU11	6290	6652
YGL041C	419022	419225
YGL188C-A	148824	148964
GPI1	922633	924462
TFC4	586392	589469
KEL2	966039	968687
BGL2	1057783	1058724
PUS6	834689	835903
SPT4	617516	617824
TDH3	882812	883810
YGR051C	592906	593229
PPT1	736662	738203
RAD54	193707	196403
YGR296C-A	1088870	1089445
PHB1	755589	756452
YGR114C	720265	720654
UTP8	747950	750091
RAI1	37617	38780
CDC55	145809	147389
TIM21	554248	554967
TAF6	298178	299728
ERG26	495453	496502
YGR168C	833352	834482
COG2	730033	730821
RPS25A	534132	534458
MRPL25	637104	637577
YIP5	199210	200142
COX18	616328	617278
HAP2	52731	53528
THG1	531883	532596
UBR1	859901	865753
YGR151C	794655	794990
YGL034C	433214	433579
SAP4	64503	66959
RNA15	416146	417036
ERV14	400871	401287
YGL042C	418288	418593
TOS2	937124	938992
ENV11	631481	634063
YGR259C	1012481	1012921
CHC1	102543	107504
MNT2	12481	14157
MTO1	53787	55796
TPO2	763762	765606
YGR015C	521090	522076
PIB2	450197	452104
ROG1	232450	234507
YGR035C	557072	557422
MCM6	117854	120907
GTO1	796798	797868
OKP1	853675	854895
YGR073C	635615	635986
YGR066C	620921	621799
PHO81	954674	958210
MSM1	840824	842551
MRPL9	936074	936883
HUA1	1026057	1026653
RPL9A	227754	228329
PBP1	851047	853215
KEX1	112475	114664
RPT6	410069	411286
CIR1	910843	911628
RAD2	1007671	1010766
NBP35	342056	343042
NUP57	728046	729671
RTA1	918512	919465
ADE6	611889	615965
YGL182C	157273	157596
MEP1	731449	732927
PXR1	1050910	1051725
RPL24A	437467	437934
YGR117C	725049	726479
YGR235C	961360	962061
MON1	274780	276714
SPG1	962530	962817
YRB30	191978	193300
YGR293C	1079885	1080346
MES1	1019598	1021853
YGL041C-B	418704	418886
YGR201C	902520	903197
PEX21	969187	970053
YGR169C-A	836387	836665
TYS1	866336	867520
CRH1	876669	878192
YGR022C	529257	529586
NIF3	81426	82292
YGL108C	303649	304071
YGL069C	375050	375514
PUP2	998358	999140
EFG1	1037800	1038501
FOL2	1025004	1025735
HFM1	27921	31636
COG7	489708	490547
SMI1	949382	950899
YGL014C-A	466237	466398
CWH41	443642	446143
EMC4	63048	63620
YGL123C-A	277634	277864
RME1	582990	583892
PDX1	884509	885741
CWC23	269293	270144
YGL063C-A	384502	384651
YGL007C-A	482941	483027
SAE2	173285	174322
COG1	79112	80365
YGR190C	880296	880661
RPN14	490703	491956
PAC10	639772	640371
COS6	1081584	1082729
VHT1	618077	619858
AGA2	436570	436833
TOS3	163409	165091
SWC4	498476	499906
YGR283C	1059015	1060040
YGL118C	288014	288451
COF1	39804	40414
YLL032C	74270	76747
OSW2	248717	250978
DIF1	1011622	1012023
YLL056C	27409	28305
YLR159C-A	485711	485842
YLR049C	243886	245172
SFH1	776584	777864
TMA10	783127	783387
YLR154C-H	468827	468958
IRC20	628684	633354
YLR282C	705071	705412
GIS3	327730	329238
YCS4	683672	687202
YLR264C-A	673828	673944
VTA1	516678	517670
YLR222C-A	582006	582236
EST1	607425	609524
CLF1	382471	384534
CCW12	369697	370098
MEF1	271630	273915
PAM18	165577	166083
BNA5	605758	607119
CDC45	343989	345941
APS1	500579	501049
ECM22	600019	602463
PRP19	66745	68256
YLR467C-A	1077050	1077532
YLR198C	547286	547645
GTT2	21138	21839
CDC25	752224	756993
ACO1	735212	737548
AQY2	35912	36361
AAT2	196829	198085
MHT1	16639	17613
SEC61	875736	877178
IZH3	185498	187129
RFU1	281019	281621
AYT1	14648	16072
RNP1	46714	47463
ALT1	318237	320015
YEH2	181789	183405
STU2	235037	237703
DBP9	695046	696830
CIS1	822287	822592
VPS63	668237	668563
YLL066C	6120	9836
ACF2	429677	432016
PUN1	953353	954144
BOS1	285736	286559
ACS2	445524	447575
PPR1	172268	174982
SPO75	137940	140546
YPT6	668244	668891
YLR278C	699999	704024
PDR8	675619	677724
RRT7	80356	80697
CWC24	778173	778952
YLR406C-A	932206	932355
YLR269C	680866	681216
SHM2	257992	259401
RPL38	781143	781379
BUD20	281956	282456
YLR311C	757265	757612
YLR235C	611532	611930
YLR364C-A	855523	855645
MEC3	713480	714904
UTP21	934414	937233
ICT1	339744	340928
ACE2	404510	406822
YLR101C	342566	342961
YLL054C	32673	35204
RFX1	507797	510232
YLR126C	394765	395520
ATG17	971917	973170
RIX7	70633	73146
POM33	97997	98836
ENV10	266373	266918
GPI13	77152	80205
YLR149C-A	440370	440456
YLR294C	721701	722030
YLR157C-C	482059	482190
YLR463C	1066265	1066816
SED5	195450	196472
NYV1	326513	327415
ARP6	300673	301989
CNA1	1004347	1006008
ADY4	590562	592043
YLR012C	169982	170281
YLR152C	442958	444688
ARC18	861718	862254
AVL9	374944	377238
CRR1	566654	567922
SPE4	432823	433725
YLR202C	550194	550636
YLL053C	35503	35961
RPS25B	795573	795899
SRL2	292394	293572
UPS1	540009	540536
VRP1	802653	805106
RIC1	225426	228596
NBP1	1055812	1056771
FBP1	873746	874792
BUD6	769318	771684
THI73	157934	159505
SGD1	799697	802396
ECM30	1007421	1011245
KAP95	823828	826413
YLR460C	1059757	1060887
YLR046C	238001	238813
YLL020C	105556	105861
MAS1	491866	493254
HSP60	663284	665002
DUS3	922442	924448
YLR415C	954259	954597
YLR302C	732191	732553
SPH1	760750	762342
YLR285C-A	708168	708338
YLR001C	151389	153977
BSC3	1067045	1067353
SEC10	495429	498044
MLH2	212369	214456
PDC1	232390	234081
GSP1	720771	721430
HCR1	538792	539589
CHA4	337527	339473
YLR280C	704483	704833
IMH1	749034	751769
RPL15A	201976	202590
VID22	868662	871367
COX19	108676	108972
ASP3-3	482549	483637
FRE6	37333	39471
CDC3	762575	764137
LSM3	1013909	1014178
PNP1	560797	561732
YLR123C	391078	391407
DCR2	847388	849124
STE23	899577	902660
COQ11	717145	717978
NCW2	540809	541573
SSK1	161755	163893
IFH1	582233	585490
NMT1	541937	543304
SKI2	915156	919019
CDC73	956914	958095
TEN1	167320	167802
ATG23	1000342	1001703
MDN1	349006	363738
EMP70	294091	296094
YLR412C-A	950267	950473
SPT8	251272	253080
NDL1	644404	644973
YPS3	388744	390270
ATG10	52087	52590
ATG38	563792	564531
SEN2	347047	348180
PSY3	872826	873554
LIP2	616332	617318
TMA7	669468	669662
SST2	1039270	1041366
NMD4	852495	853151
CDD1	626502	626930
HMX1	552724	553677
YLR287C	710991	712058
HRT3	336231	337265
AFG2	912550	914892
YPS1	386511	388220
BDF1	919536	921596
RIF2	1041799	1042986
JLP1	25756	26994
PCD1	441715	442737
PSR1	129330	130613
IKI3	888851	892900
MSS51	550650	551960
YLR156C-A	472479	472610
JIP3	790669	791046
GCD7	718317	719462
BLS1	933885	934253
POM34	178707	179606
VMA6	1026856	1027893
YLR361C-A	849383	849679
RAX2	296589	300251
APC9	342970	343767
TAD3	765266	766358
YSH1	697156	699495
CDC42	604212	604787
YLL059C	22474	22980
YHC1	724721	725416
YLR053C	248100	248426
SDH2	53131	53931
MAP1	625168	626331
YLR299C-A	727911	728003
YLR444C	1023686	1023988
YLR374C	871453	871842
DPH5	501260	502162
PIG1	689083	691029
SDO1	184174	184926
